price,air__airline,doj__date_of_journey_week,location__source_destination,location__distance_between_cities,time__dept_arrival,stand__duration,stand__total_stops
12898,1.0275312833775936,0.7647058823529412,1.0716200404876228,0.8773305523879307,-1.9878952128038405,0.5995069770615187,0.284658497025556
13044,1.0275312833775936,0.8823529411764705,-0.25382119333831027,-0.4653972106408161,-0.8182153771612738,1.28354454451828,0.284658497025556
10975,0.0952701463802021,0.6470588235294118,1.0716200404876228,0.8773305523879307,1.5417323660367046,1.551211418740491,1.8041991502066344
2227,-1.2432248418291418,0.823529411764706,-1.7717955878472886,-2.9591220096151694,-0.09548603204723527,-1.0858029717449946,-1.234882156155522
5678,1.0275312833775936,0.2941176470588235,-1.7717955878472886,-2.9591220096151694,-0.5261214037113792,-1.0957165596791507,-1.234882156155522
9194,0.0952701463802021,0.823529411764706,1.0716200404876228,0.8773305523879307,0.7432138287865591,-0.16383929386849033,0.284658497025556
8330,-1.2432248418291418,0.5882352941176471,1.0716200404876228,0.8773305523879307,-0.04934744991170209,0.4111488063125554,0.284658497025556
15129,1.0275312833775936,0.5882352941176471,1.0716200404876228,0.8773305523879307,-0.5261214037113792,2.225335398263096,1.8041991502066344
13044,1.0275312833775936,0.8823529411764705,-0.25382119333831027,-0.4653972106408161,-1.7640128603519474,1.1150135496376288,0.284658497025556
5276,-1.2432248418291418,0.823529411764706,-0.25382119333831027,-0.4653972106408161,0.14674399644364364,-0.8280496854569397,0.284658497025556
2575,0.0952701463802021,0.17647058823529405,-1.7717955878472886,-2.9591220096151694,0.14674399644364364,-1.1155437355474627,-1.234882156155522
4340,-0.9424926877321006,0.17647058823529405,-0.9584340455871416,-0.006248351664401394,0.359861245575865,-0.9172719768643434,-1.234882156155522
7438,1.0275312833775936,0.17647058823529405,1.0716200404876228,0.8773305523879307,-0.5261214037113792,1.84861905676517,0.284658497025556
6416,-1.2432248418291418,0.23529411764705876,1.0716200404876228,0.8773305523879307,-0.04934744991170209,-0.13409853006602243,0.284658497025556
9663,1.0275312833775936,0.5882352941176471,-0.25382119333831027,-0.4653972106408161,-1.9878952128038405,0.500371097719959,0.284658497025556
8510,0.6209317224276018,0.8823529411764705,1.0716200404876228,0.8773305523879307,-0.04934744991170209,0.5796798011932067,0.284658497025556
3540,-1.2432248418291418,0.5882352941176471,-1.7717955878472886,-1.015407571853668,1.5417323660367046,-0.9767535044692791,-1.234882156155522
12384,1.0275312833775936,0.6470588235294118,-0.25382119333831027,-0.4653972106408161,0.7432138287865591,-0.12418494213186648,0.284658497025556
5694,-1.2432248418291418,0.05882352941176472,-0.9584340455871416,-0.006248351664401394,0.359861245575865,-0.6892594543787562,0.284658497025556
